,track,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,,,,,,,,,,,,,,
1,Been Around The World,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),,,,,,,,,,,,,,
2,How Do I Live,['LeAnn Rimes'],7BD50ATrF3Vab5FQy7vtK8,0.577,0.462,2.0,-7.989,1.0,0.0279,0.128,0.0,0.0822,0.258,128.303,266973.0,4.0
3,Together Again,['Janet Jackson'],1GrikfH0jDejDvrxo84n4P,0.873,0.593,7.0,-8.942,1.0,0.103,0.078,0.00697,0.104,0.495,123.091,301200.0,4.0
4,My Body,['LSG'],6PyLw3l6ndolBrTPQp3Ibm,0.721,0.431,1.0,-6.633,1.0,0.045,0.244,0.0,0.0886,0.318,119.76,247133.0,4.0
5,You Make Me Wanna...,['Usher'],47TqCCnEliDp8NRDyIQoQq,0.761,0.639,5.0,-7.577,0.0,0.0539,0.0359,0.0,0.0945,0.922,164.088,219120.0,4.0
6,Truly Madly Deeply,['Savage Garden'],013AWvizllIUEC2FOBzOnh,0.555,0.698,0.0,-8.874,1.0,0.0287,0.403,0.0,0.0851,0.816,168.12,277267.0,4.0
7,Feel so Good,['Mase'],7hfRrdFJgFKK3cJ4rmkecE,0.821,0.703,11.0,-8.464,0.0,0.24,0.192,0.0,0.0816,0.536,105.154,203627.0,4.0
8,A Song For Mama,['Boyz II Men'],6FuJokk9FHx0E00SZ8ib8X,0.569,0.44,7.0,-8.948,1.0,0.035,0.471,0.0,0.143,0.151,75.001,303373.0,4.0
9,Show Me Love - Radio Version,['Robyn'],6SluaPiV04KOaRTOIScoff,0.546,0.643,6.0,-4.069,0.0,0.0437,0.0745,0.0,0.213,0.704,181.838,229227.0,4.0
10,I Will Come To You,['Hanson'],6ZIuoDs3i1KjKurJf9miSs,0.437,0.723,1.0,-7.013,1.0,0.0471,0.0884,3.91e-05,0.113,0.344,139.765,251293.0,4.0
11,My Love Is The Shhh!,Somethin' For The People Featuring Trina & Tamara,,,,,,,,,,,,,,
12,Tubthumping,['Chumbawamba'],5YScXJKtefsgdskIy60N7A,0.263,0.871,2.0,-7.496,1.0,0.131,0.106,0.0,0.363,0.622,206.68,278960.0,4.0
13,We're Not Making Love No More,Dru Hill,,,,,,,,,,,,,,
14,I Don't Ever Want to See You Again,['Uncle Sam'],4oJEy4qDPwDk5ac26yEMeL,0.607,0.497,11.0,-7.017,1.0,0.0374,0.38,0.0,0.0681,0.407,125.951,345133.0,3.0
15,The One I Gave My Heart To,['Aaliyah'],5otUV0LUycAHXqGVz8bZY0,0.702,0.493,7.0,-7.631,1.0,0.041,0.399,0.0,0.112,0.333,125.389,270933.0,4.0
16,I Don't Want to Wait,['Paula Cole'],5MDQNJ7SZTytJwCbWKqJDL,0.41,0.468,11.0,-8.177,1.0,0.0553,0.298,1.19e-05,0.0426,0.475,177.508,320027.0,4.0
17,Butta Love,['Next'],6fRLVZ4jKzuqyDPlIdbq9q,0.735,0.441,1.0,-8.412,0.0,0.0407,0.0972,0.0,0.0967,0.591,108.015,296400.0,4.0
18,Spice Up Your Life,['Spice Girls'],5qGwqO0lkbBXw4xNfzT7SF,0.556,0.993,1.0,-5.067,1.0,0.0464,0.0105,0.0341,0.403,0.702,124.016,173667.0,4.0
19,Sock It 2 Me,"Missy ""Misdemeanor"" Elliott Featuring Da Brat",,,,,,,,,,,,,,
20,All Cried Out,Allure Featuring 112,,,,,,,,,,,,,,
21,I Do,['Lisa Loeb'],014Y7CPce02N9bir2M1ePw,0.732,0.723,10.0,-6.659,1.0,0.0307,0.334,9.34e-05,0.194,0.731,110.173,221093.0,4.0
22,How's It Going to Be,['Third Eye Blind'],3Uvx1TO0Kg5HgGPk58lHXv,0.561,0.593,5.0,-9.362,1.0,0.0264,0.00327,0.00144,0.0967,0.574,80.282,253413.0,4.0
23,Lollipop (Candyman),['Aqua'],5tnqSEWM3EKoEtjSZpmHcH,0.718,0.944,0.0,-6.405,0.0,0.0282,0.0297,0.0148,0.13,0.824,139.04,216707.0,4.0
24,4 Seasons Of Loneliness,['Boyz II Men'],027tq4cWr0kRxLTfdxvM1L,0.583,0.488,6.0,-10.494,1.0,0.0444,0.821,1.71e-05,0.115,0.191,98.497,292400.0,4.0
25,Foolish Games/You Were Meant For Me,Jewel,,,,,,,,,,,,,,
26,What About Us - Remix; feat. Black Rob,"['Total', 'Black Rob']",6Ph7bndA7A5ExoHIZPX4TJ,0.736,0.721,1.0,-6.188,1.0,0.0396,0.0143,0.0,0.0451,0.72,96.365,243783.0,4.0
27,Semi-Charmed Life,['Third Eye Blind'],42et6fnHCw1HIPSrdPprMl,0.64,0.864,7.0,-6.576,1.0,0.0314,0.00832,0.0,0.123,0.701,102.026,268360.0,4.0
28,Quit Playing Games (With My Heart),['Backstreet Boys'],1nRwyxNsqCLeA17qR8Nfxx,0.8,0.875,11.0,-4.952,0.0,0.0338,0.0615,2.79e-06,0.13,0.882,100.033,233533.0,4.0
