,track,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,"Say You, Say Me",['Lionel Richie'],17CPezzLWzvGfpZW6X8XT0,0.636,0.405,8.0,-11.113,1.0,0.0287,0.355,0.0,0.0804,0.257,128.068,241067.0,4.0
1,Party All the Time,['Eddie Murphy'],6N5DRCQUSXT1qQqmqsO92B,0.699,0.692,11.0,-13.045,1.0,0.0456,0.00979,0.000326,0.0427,0.677,135.03,253293.0,4.0
2,Alive And Kicking,['Simple Minds'],2x5IXUFOcvvBUtEpnCBNlp,0.572,0.913,0.0,-4.26,1.0,0.0362,0.0753,1.5e-05,0.128,0.561,103.265,289453.0,4.0
3,"That's What Friends Are For (with Elton John, Gladys Knight & Stevie Wonder)","['Dionne Warwick', 'Elton John', 'Gladys Knight', 'Stevie Wonder']",1cOj24fUMnBSXhtp7waHVW,0.673,0.286,8.0,-14.643,1.0,0.0313,0.294,0.0,0.086,0.199,120.117,256467.0,4.0
4,I Miss You,['Klymaxx'],3d6UefBBvhqHxJLZdm8scF,0.553,0.345,5.0,-18.267,1.0,0.0342,0.499,0.0,0.252,0.305,139.562,333267.0,4.0
5,Small Town,['John Mellencamp'],2HsjJJL4DhPCzMlnaGv7ap,0.659,0.919,11.0,-2.658,1.0,0.0333,0.155,0.0054,0.312,0.631,123.135,221627.0,4.0
6,Broken Wings,['Mr. Mister'],78FHUZRbFDCG6VkRAQdFLm,0.286,0.5,1.0,-14.281,0.0,0.0357,0.134,4.57e-05,0.108,0.443,99.162,343933.0,4.0
7,Separate Lives,Phil Collins and Marilyn Martin,,,,,,,,,,,,,,
8,Tonight She Comes,['The Cars'],5SIYaNaet1KMzNsPJXhUUV,0.655,0.837,5.0,-7.984,1.0,0.0264,0.053,0.0137,0.104,0.928,141.68,236733.0,4.0
9,Election Day - 2010 Remaster,['Arcadia'],638poNnWFgzt7UJBQ5SWtM,0.716,0.634,2.0,-9.332,1.0,0.0315,0.000557,7.29e-05,0.249,0.348,110.789,329107.0,4.0
10,Talk to Me,['Stevie Nicks'],0lqNtjLgTJYScspOhJXxtx,0.643,0.712,5.0,-6.385,1.0,0.0266,0.0576,0.00467,0.287,0.636,103.07,250027.0,4.0
11,Sleeping Bag,['ZZ Top'],1ESuT2y9AKu1zMdxq47qW5,0.62,0.688,7.0,-12.892,1.0,0.0435,0.00181,0.00482,0.0464,0.793,112.122,242333.0,4.0
12,Walk of Life,['Dire Straits'],423o3ZHIaBtGXyhF1uH41a,0.461,0.936,4.0,-6.866,1.0,0.109,0.435,9.13e-05,0.124,0.804,172.404,252467.0,4.0
13,Perfect Way,['Scritti Politti'],6B8o3jaaROfqsvj50xhkfz,0.72,0.64,4.0,-11.882,0.0,0.066,0.104,0.0414,0.353,0.741,104.576,284120.0,4.0
14,"Burning Heart - From ""Rocky IV"" Soundtrack",['Survivor'],2VN7uPrbryJ7nE2MXX3f9a,0.652,0.609,9.0,-9.684,0.0,0.028,0.298,8.79e-06,0.0573,0.646,98.125,230107.0,4.0
15,My Hometown,['Bruce Springsteen'],6dahFmHrgncgVJjsI1ws7e,0.652,0.338,9.0,-11.58,1.0,0.0367,0.486,5.9e-05,0.0744,0.392,116.881,279667.0,4.0
16,Love Is The Seventh Wave,['Sting'],2tnlTf2pIIYlQtUAo5AbNE,0.55,0.465,7.0,-16.189,1.0,0.0373,0.284,0.0,0.0684,0.872,81.332,212400.0,4.0
17,Emergency,['Kool & The Gang'],7qDG0cqLV83tNePOvda4Jm,0.932,0.509,1.0,-14.598,0.0,0.0469,0.0118,0.0081,0.185,0.981,124.586,320840.0,4.0
18,It's Only Love,"['Bryan Adams', 'Tina Turner']",5xGsNXXTu545MWoeuFfjxT,0.515,0.805,5.0,-4.491,1.0,0.0345,0.00993,1.57e-05,0.419,0.743,101.161,194618.0,4.0
19,I'm Your Man,Wham!,,,,,,,,,,,,,,
20,Conga!,['Miami Sound Machine'],3FdHgoJbH3DXNtGLh56pFu,0.789,0.656,2.0,-14.825,1.0,0.0474,0.168,0.0409,0.0311,0.865,122.237,254000.0,4.0
21,Go Home,['Stevie Wonder'],5zSwmohdHeH2xmrWDFZUZZ,0.75,0.498,7.0,-15.939,0.0,0.0372,0.141,5.61e-05,0.135,0.857,119.238,318040.0,4.0
22,You're A Friend Of Mine,Clarence Clemons & Jackson Browne,,,,,,,,,,,,,,
23,Spies Like Us,Paul McCartney,,,,,,,,,,,,,,
24,Never - Remastered 2000,['Heart'],3FElzGeMkc8Xwv882NmRWd,0.6,0.788,10.0,-6.925,0.0,0.0328,0.61,1.27e-06,0.402,0.696,96.25,245667.0,4.0
25,We Built This City,['Starship'],6OnfBiiSc9RGKiBKKtZXgQ,0.661,0.908,5.0,-4.897,1.0,0.039,0.052,0.0,0.0708,0.656,144.091,296080.0,4.0
26,Goodbye,['Night Ranger'],50vyUOJM5ncJ6Y5YWZzXvX,0.477,0.496,4.0,-13.522,1.0,0.0262,0.112,0.00222,0.29,0.643,84.137,259373.0,4.0
27,Everybody Dance - Single Version,['Ta Mara & The Seen'],2y7UQ4maAhvbOmFXzNLkEz,0.807,0.767,1.0,-9.648,1.0,0.0729,0.0469,0.00434,0.0781,0.745,119.201,235200.0,4.0
28,Object of My Desire,['Starpoint'],63Ql2zSLiBryLRPihaUToK,0.78,0.695,5.0,-10.906,0.0,0.0539,0.0412,0.0036,0.0345,0.887,116.122,306453.0,4.0
29,Sidewalk Talk,Jellybean Featuring Catherine Buchanan,,,,,,,,,,,,,,
30,"When the Going Gets Tough, The Tough Get Going",['Billy Ocean'],5UU5FbITNm5OunvHQdsKME,0.755,0.763,4.0,-6.318,1.0,0.0473,0.405,0.0,0.318,0.932,122.045,248000.0,4.0
31,Sex As A Weapon,['Pat Benatar'],6bhE7I4xF5un9bc5d2YQSA,0.565,0.771,4.0,-11.412,0.0,0.0318,0.0137,0.106,0.324,0.574,126.182,260574.0,4.0
32,Face The Face,['Pete Townshend'],2PFOLIT19EDg8J5GSVeVjT,0.701,0.896,0.0,-11.783,0.0,0.047,0.0411,0.0598,0.0473,0.45,102.389,354320.0,4.0
33,Who's Zoomin' Who?,['Aretha Franklin'],2kDMh0Imubeo6BkV1mY7vm,0.788,0.532,8.0,-10.334,1.0,0.0375,0.376,1.63e-06,0.0622,0.841,110.057,284507.0,4.0
34,Wrap Her Up,"['Elton John', 'George Michael']",0sIiAyckK90a6KOKhIeGwM,0.67,0.89,2.0,-8.017,1.0,0.0307,0.012,0.0276,0.124,0.895,138.854,381493.0,4.0
35,How Will I Know,['Whitney Houston'],5tdKaKLnC4SgtDZ6RlWeal,0.832,0.544,6.0,-12.697,1.0,0.0442,0.201,0.000139,0.632,0.928,119.49,275533.0,4.0
36,A Love Bizarre,['Sheila E.'],5R6ol4f8WCUCWNrB7Ymf99,0.768,0.612,1.0,-13.381,1.0,0.0454,0.0217,0.0239,0.0513,0.878,113.798,738053.0,4.0
37,The Sweetest Taboo,['Sade'],0sKfhhj6hYyJIXnTiZV9vf,0.752,0.823,10.0,-9.455,0.0,0.0447,0.128,0.0098,0.303,0.962,91.563,277373.0,4.0
38,Everything In My Heart,['Corey Hart'],4XlXFUSN9HGw7xiJFeQW5v,0.458,0.559,2.0,-10.325,1.0,0.037,0.43,0.0,0.133,0.604,159.939,293080.0,4.0
