,track,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,Low,Flo Rida Featuring T-Pain,,,,,,,,,,,,,,
1,No One,['Alicia Keys'],6IwKcFdiRQZOWeYNhUiWIv,0.644,0.549,1.0,-5.415,0.0,0.0285,0.0209,8.85e-06,0.134,0.167,90.04,253813.0,4.0
2,Apologize,Timbaland Featuring OneRepublic,,,,,,,,,,,,,,
3,Kiss Kiss,Chris Brown Featuring T-Pain,,,,,,,,,,,,,,
4,Clumsy,['Fergie'],50xeLNGKmskmYUSINhqvfa,0.731,0.563,2.0,-4.046,1.0,0.131,0.191,0.00042,0.296,0.452,184.009,240427.0,4.0
5,Paralyzer,['Finger Eleven'],28IEbk5a7twNTbUEvWslUb,0.644,0.939,11.0,-3.486,0.0,0.0456,0.157,0.0,0.233,0.861,106.031,208107.0,4.0
6,Bubbly,['Colbie Caillat'],0rFOs9paloAvEtzwDX1Kmc,0.697,0.474,9.0,-6.663,1.0,0.0351,0.603,0.0,0.11,0.249,127.904,196280.0,4.0
7,Tattoo,['Jordin Sparks'],3Ui2jdyxbZQrZohfM0NOgG,0.566,0.766,2.0,-5.036,1.0,0.0399,0.431,0.0,0.101,0.547,168.005,233467.0,4.0
8,Love Song,['Sara Bareilles'],4E6cwWJWZw2zWf7VFbH7wf,0.583,0.786,2.0,-3.142,0.0,0.0301,0.0208,0.0,0.188,0.573,123.055,258827.0,4.0
9,Hate That I Love You,Rihanna Featuring Ne-Yo,,,,,,,,,,,,,,
10,Crank That (Soulja Boy),['Soulja Boy'],66TRwr5uJwPt15mfFkzhbi,0.736,0.74,0.0,-2.18,1.0,0.0786,0.515,0.0,0.0468,0.803,140.141,221933.0,4.0
11,Sweetest Girl (Dollar Bill),"Wyclef Jean Featuring Akon, Lil Wayne & Niia",,,,,,,,,,,,,,
12,Cyclone,Baby Bash Featuring T-Pain,,,,,,,,,,,,,,
13,Good Life,Kanye West Featuring T-Pain,,,,,,,,,,,,,,
14,Take You There,['Sean Kingston'],6AdLyvisRKHLAwARaZMGr6,0.752,0.921,5.0,-4.321,0.0,0.0696,0.0182,0.0,0.256,0.634,115.033,236693.0,4.0
15,With You,['Chris Brown'],5Lgcn7u07bHuqbOtXkN62u,0.662,0.693,3.0,-4.298,1.0,0.0698,0.134,0.0,0.145,0.655,86.009,252120.0,4.0
16,Hypnotized,Plies Featuring Akon,,,,,,,,,,,,,,
17,Love Like This,Natasha Bedingfield Featuring Sean Kingston,,,,,,,,,,,,,,
18,Like You'll Never See Me Again,['Alicia Keys'],3JHDtmFdX9kdx9wz0md98U,0.562,0.657,7.0,-8.074,1.0,0.0315,0.173,0.000272,0.102,0.266,127.808,315360.0,4.0
19,Stronger,['Kanye West'],4fzsfWzRhPawzqhX8Qt9F3,0.617,0.717,10.0,-7.858,0.0,0.153,0.00564,0.0,0.408,0.49,103.992,311867.0,4.0
20,Piece of Me,['Britney Spears'],2EvwLVrnYbCZEG6Kx5DCRy,0.769,0.638,11.0,-5.054,1.0,0.216,0.0902,0.0,0.0857,0.782,115.007,212107.0,4.0
21,Just Fine,['Mary J. Blige'],33vzOPcd9FRirYGlCu32x4,0.923,0.795,11.0,-3.61,0.0,0.117,0.0394,0.000565,0.101,0.588,123.021,242133.0,4.0
22,Teardrops On My Guitar - Radio Single Remix,['Taylor Swift'],7zMcNqs55Mxer82bvZFkpg,0.621,0.417,10.0,-6.941,1.0,0.0231,0.288,0.0,0.119,0.289,99.953,203040.0,4.0
23,Can't Help But Wait,Trey Songz,,,,,,,,,,,,,,
24,The Way I Are - Timbaland vs. Nephew featuring Keri Hilson & D.O.E,"['Timbaland', 'Keri Hilson', 'D.O.E.']",2NkDQv8y2DkoYQURdiZCOk,0.615,0.945,6.0,-3.752,1.0,0.0431,0.00671,0.0,0.764,0.904,119.962,230120.0,4.0
25,Our Song,['Taylor Swift'],15DeqWWQB4dcEWzJg15VrN,0.668,0.672,2.0,-4.931,1.0,0.0303,0.111,0.0,0.329,0.539,89.011,201107.0,4.0
26,Sensual Seduction,['Snoop Dogg'],1wva1IlWLDNLgwipUWcmjy,0.756,0.829,11.0,-3.973,1.0,0.0682,0.003,3.46e-05,0.0578,0.504,120.163,245520.0,4.0
27,Shadow of the Day,['Linkin Park'],0OYcEfskah1egYHjYRvbg1,0.534,0.393,11.0,-7.813,1.0,0.0292,0.00479,0.0107,0.107,0.0641,110.007,290360.0,4.0
28,Duffle Bag Boy,Playaz Circle Featuring Lil Wayne,,,,,,,,,,,,,,
29,How Far We've Come,['Matchbox Twenty'],0gbLfFlEyVHiKzlZIb0gce,0.566,0.906,0.0,-5.092,1.0,0.0642,0.00452,0.0,0.21,0.787,83.0,212253.0,4.0
30,Misery Business,['Paramore'],6SpLc7EXZIPpy0sVko0aoU,0.517,0.906,1.0,-3.677,1.0,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,211520.0,4.0
31,I Don't Wanna Be In Love (Dance Floor Anthem),['Good Charlotte'],36UVZPoK8a1Oxh13cY8kOp,0.64,0.884,6.0,-2.609,1.0,0.0428,0.0226,0.0,0.187,0.573,124.968,244000.0,4.0
32,Into The Night,Santana Featuring Chad Kroeger,,,,,,,,,,,,,,
33,Don't Stop The Music,Rihanna,,,,,,,,,,,,,,
34,Suffocate - Superclean,['J. Holiday'],3nJjIYchBNkYm7B8XfJf5N,0.458,0.445,9.0,-8.391,0.0,0.361,0.64,0.0,0.118,0.447,82.82,220053.0,5.0
35,Flashing Lights,Kanye West Featuring Dwele,,,,,,,,,,,,,,
