,billboard_track,spotify_track,billboard_artist,spotify_artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,Let Me Love You,Let Me Love You,Mario,['Mario'],3ibKnFDaa3GhpPGlOUj7ff,0.656,0.578,7.0,-8.97,0.0,0.0922,0.235,0.0,0.118,0.556,94.514,256733.0,4.0
1,Drop It Like It's Hot,,Snoop Dogg Featuring Pharrell,,,,,,,,,,,,,,,
2,"1, 2 Step",,Ciara Featuring Missy Elliott,,,,,,,,,,,,,,,
3,Soldier,,Destiny's Child Featuring T.I. & Lil Wayne,,,,,,,,,,,,,,,
4,Lovers And Friends,,Lil Jon & The East Side Boyz Featuring Usher & Ludacris,,,,,,,,,,,,,,,
5,My Boo,,Usher And Alicia Keys,,,,,,,,,,,,,,,
6,Over And Over,,Nelly Featuring Tim McGraw,,,,,,,,,,,,,,,
7,Wonderful,,Ja Rule Featuring R. Kelly & Ashanti,,,,,,,,,,,,,,,
8,Lose My Breath,Lose My Breath,Destiny's Child,"[""Destiny's Child""]",4dvQg9sD8k9y4qiEURuj8v,0.814,0.899,1.0,-5.958,1.0,0.0637,0.00727,0.219,0.0979,0.545,119.011,242013.0,4.0
9,I Don't Want To Be,I Don't Want to Be,Gavin DeGraw,['Gavin DeGraw'],4vl2zwXsTmAxgu9iY0g6UK,0.423,0.862,0.0,-5.13,0.0,0.0695,0.00806,0.0,0.133,0.462,154.756,217760.0,4.0
10,Disco Inferno,Disco Inferno,50 Cent,['50 Cent'],69bHJ9qs5FrUJbKP8xU8uZ,0.925,0.659,3.0,-4.763,1.0,0.231,0.206,7.88e-05,0.279,0.71,97.018,214227.0,4.0
11,Breakaway,Breakaway,Kelly Clarkson,['Kelly Clarkson'],61Qhe2mHSLhUE04QeK4lkD,0.446,0.701,9.0,-4.179,0.0,0.0295,0.0298,8.89e-06,0.0931,0.394,159.958,237000.0,3.0
12,Get Back,Get Back,Ludacris,['Ludacris'],3njpLvANriMsdv3dgADEad,0.555,0.639,1.0,-5.16,1.0,0.263,0.0594,0.0,0.118,0.184,171.609,270747.0,4.0
13,Only U,Only U - No Intro,Ashanti,['Ashanti'],3sckKKIx96cjPXtiqPHCTB,0.601,0.621,6.0,-5.576,0.0,0.0434,0.0374,1.75e-06,0.188,0.278,94.547,186307.0,4.0
14,Let's Go,,Trick Daddy Featuring Lil Jon & Twista,,,,,,,,,,,,,,,
15,How We Do,How We Do (As Made Famous By The Game Featuring. 50 Cent),The Game Featuring 50 Cent,['The Karaoke Crew'],4dvObSfgu2fiKIxcZxTaPs,0.713,0.496,0.0,-13.508,1.0,0.339,0.0164,0.229,0.0369,0.775,195.8,257009.0,4.0
16,She Will Be Loved,She Will Be Loved - Radio Mix,Maroon 5,['Maroon 5'],4llK75pXNWZz6KAho2Gp16,0.651,0.663,0.0,-5.569,0.0,0.0281,0.228,0.0,0.0994,0.465,102.0,259453.0,4.0
17,Boulevard Of Broken Dreams,Boulevard of Broken Dreams,Green Day,['Green Day'],5GorCbAP4aL0EJ16frG2hd,0.496,0.682,8.0,-4.095,1.0,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06,262333.0,4.0
18,Karma,,Lloyd Banks Featuring Avant,,,,,,,,,,,,,,,
19,Goodies,,Ciara Featuring Petey Pablo,,,,,,,,,,,,,,,
